"district","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","availability_365"
"Manhattan","Upper West Side",40.77802,-73.98256,"Entire home/apt",120,3,214,197
"Manhattan","Little Italy",40.71883,-73.99716,"Entire home/apt",220,2,119,0
"Manhattan","Harlem",40.80118,-73.95451,"Entire home/apt",150,2,31,0
"Manhattan","Upper East Side",40.7659,-73.96611,"Entire home/apt",200,4,102,6
"Manhattan","Harlem",40.82524,-73.94186,"Entire home/apt",78,5,13,0
"Manhattan","Chinatown",40.71338,-73.99226,"Entire home/apt",135,1,18,0
"Manhattan","Upper East Side",40.76866,-73.95553,"Entire home/apt",16,2,21,9
"Manhattan","Kips Bay",40.74436,-73.97977,"Entire home/apt",250,5,49,234
"Manhattan","Midtown",40.75182,-73.97052,"Entire home/apt",175,3,18,0
"Manhattan","West Village",40.73547,-74.0051,"Entire home/apt",200,4,48,312
"Manhattan","East Village",40.72823,-73.9817,"Entire home/apt",170,4,14,0
"Manhattan","West Village",40.73504,-74.00658,"Entire home/apt",288,7,14,222
"Manhattan","Harlem",40.80407,-73.94603,"Entire home/apt",80,3,12,0
"Manhattan","West Village",40.73691,-74.00013,"Entire home/apt",166,14,18,48
"Manhattan","Upper West Side",40.78206,-73.97797,"Entire home/apt",330,4,11,260
"Manhattan","Chelsea",40.7518,-73.9969,"Entire home/apt",165,3,159,75
"Manhattan","Nolita",40.72235,-73.99543,"Entire home/apt",250,3,30,173
"Manhattan","Gramercy",40.73548,-73.98896,"Entire home/apt",275,5,30,20
"Manhattan","East Village",40.72749,-73.99071,"Entire home/apt",189,2,138,203
"Manhattan","Harlem",40.82888,-73.94997,"Entire home/apt",145,4,115,262
"Manhattan","West Village",40.73993,-74.00619,"Entire home/apt",240,1,22,0
"Manhattan","Chinatown",40.71556,-73.99234,"Entire home/apt",785,2,85,331
"Manhattan","Chelsea",40.74259,-74.00128,"Entire home/apt",160,4,11,1
"Manhattan","Chelsea",40.75045,-73.99662,"Entire home/apt",93,110,12,329
"Manhattan","West Village",40.73316,-74.00632,"Entire home/apt",300,30,13,291
"Manhattan","Upper East Side",40.76649,-73.96453,"Entire home/apt",200,5,49,25
"Manhattan","Chelsea",40.74722,-74.00466,"Entire home/apt",300,3,11,0
"Manhattan","Upper East Side",40.77486,-73.94857,"Entire home/apt",185,5,18,31
"Manhattan","Lower East Side",40.71307,-73.99025,"Entire home/apt",150,1,60,188
"Manhattan","Kips Bay",40.73873,-73.981,"Entire home/apt",165,2,25,0
"Manhattan","East Harlem",40.79191,-73.94433,"Entire home/apt",135,3,225,13
"Manhattan","Harlem",40.82967,-73.94428,"Entire home/apt",95,30,36,245
"Manhattan","Chelsea",40.7476,-73.99195,"Entire home/apt",349,5,19,358
"Manhattan","East Village",40.73165,-73.98715,"Entire home/apt",290,7,90,41
"Manhattan","Lower East Side",40.72012,-73.99092,"Entire home/apt",146,11,50,0
"Manhattan","Hell's Kitchen",40.76477,-73.98542,"Entire home/apt",750,3,16,365
"Manhattan","Greenwich Village",40.73232,-74.0002,"Entire home/apt",225,1,39,49
"Manhattan","Harlem",40.80493,-73.95677,"Entire home/apt",215,1,107,47
"Manhattan","Harlem",40.81511,-73.94315,"Entire home/apt",115,3,64,211
"Manhattan","Lower East Side",40.71812,-73.98619,"Entire home/apt",197,1,285,8
"Manhattan","Upper West Side",40.78478,-73.97668,"Entire home/apt",225,15,15,266
"Manhattan","Upper West Side",40.79219,-73.96862,"Entire home/apt",199,30,11,365
"Manhattan","East Harlem",40.80422,-73.93841,"Entire home/apt",299,4,58,324
"Manhattan","East Village",40.72402,-73.98771,"Entire home/apt",179,5,72,0
"Manhattan","Morningside Heights",40.8081,-73.95647,"Entire home/apt",146,3,91,223
"Manhattan","Upper West Side",40.78273,-73.97319,"Entire home/apt",199,3,25,0
"Manhattan","Greenwich Village",40.73331,-73.9941,"Entire home/apt",275,30,12,358
"Manhattan","Chelsea",40.74252,-73.9975,"Entire home/apt",175,1,18,0
"Manhattan","East Village",40.73136,-73.98714,"Entire home/apt",140,1,48,0
"Manhattan","Harlem",40.80297,-73.95132,"Entire home/apt",129,4,17,64
"Manhattan","East Village",40.73041,-73.9896,"Entire home/apt",159,4,45,87
"Manhattan","West Village",40.73022,-74.00421,"Entire home/apt",249,3,44,332
"Manhattan","Harlem",40.81792,-73.94236,"Entire home/apt",135,5,76,257
"Manhattan","Tribeca",40.72113,-74.00478,"Entire home/apt",600,3,73,282
"Manhattan","Lower East Side",40.72007,-73.99078,"Entire home/apt",273,4,85,91
"Manhattan","Lower East Side",40.71867,-73.98612,"Entire home/apt",150,2,121,0
"Manhattan","Lower East Side",40.72165,-73.98759,"Entire home/apt",125,5,12,0
"Manhattan","East Village",40.72454,-73.97836,"Entire home/apt",145,1,358,3
"Manhattan","West Village",40.73496,-74.00005,"Entire home/apt",200,5,64,329
"Manhattan","East Village",40.72832,-73.9852,"Entire home/apt",365,2,62,28
"Manhattan","Gramercy",40.73711,-73.98985,"Entire home/apt",220,4,60,4
"Manhattan","East Harlem",40.79805,-73.94533,"Entire home/apt",100,4,50,12
"Manhattan","Chelsea",40.74767,-73.99393,"Entire home/apt",230,1,29,0
"Manhattan","Harlem",40.809,-73.94263,"Entire home/apt",140,2,292,186
"Manhattan","Lower East Side",40.72158,-73.98998,"Entire home/apt",150,3,18,0
"Manhattan","West Village",40.73002,-74.00653,"Entire home/apt",200,7,16,50
"Manhattan","Upper East Side",40.77487,-73.949,"Entire home/apt",180,2,24,0
"Manhattan","Kips Bay",40.74173,-73.97906,"Entire home/apt",120,3,116,261
"Manhattan","Harlem",40.80465,-73.95365,"Entire home/apt",139,3,24,0
"Manhattan","Lower East Side",40.71749,-73.99016,"Entire home/apt",104,30,11,80
"Manhattan","Hell's Kitchen",40.76385,-73.9905,"Entire home/apt",199,5,40,43
"Manhattan","Chelsea",40.74994,-73.99612,"Entire home/apt",95,75,13,245
"Manhattan","Upper East Side",40.76043,-73.95992,"Entire home/apt",160,30,15,333
"Manhattan","Hell's Kitchen",40.76882,-73.98699,"Entire home/apt",110,30,10,323
"Manhattan","Nolita",40.72168,-73.99544,"Entire home/apt",191,3,51,55
"Manhattan","Harlem",40.80677,-73.94977,"Entire home/apt",350,2,13,0
"Manhattan","Upper West Side",40.77905,-73.97939,"Entire home/apt",200,4,22,2
"Manhattan","Greenwich Village",40.72858,-73.99951,"Entire home/apt",190,1,20,0
"Manhattan","West Village",40.73419,-74.00213,"Entire home/apt",197,2,207,166
"Manhattan","Gramercy",40.73343,-73.98634,"Entire home/apt",180,3,72,25
"Manhattan","Greenwich Village",40.7284,-73.99812,"Entire home/apt",199,8,48,37
"Manhattan","East Village",40.72669,-73.98419,"Entire home/apt",129,2,179,179
"Manhattan","Chelsea",40.74944,-73.99631,"Entire home/apt",390,3,10,9
"Manhattan","Upper East Side",40.77175,-73.95742,"Entire home/apt",95,30,10,336
"Manhattan","Tribeca",40.71726,-74.01134,"Entire home/apt",200,7,16,0
"Manhattan","West Village",40.73243,-74.00052,"Entire home/apt",219,1,68,122
"Manhattan","East Harlem",40.80592,-73.93653,"Entire home/apt",150,3,72,283
"Manhattan","Harlem",40.80919,-73.94815,"Entire home/apt",120,3,80,245
"Manhattan","Upper West Side",40.79253,-73.97378,"Entire home/apt",104,30,16,101
"Manhattan","Upper West Side",40.79203,-73.97299,"Entire home/apt",99,30,14,135
"Manhattan","West Village",40.73254,-74.00698,"Entire home/apt",170,30,12,252
"Manhattan","East Village",40.72695,-73.98617,"Entire home/apt",200,3,78,336
"Manhattan","West Village",40.73223,-74.00355,"Entire home/apt",200,4,17,35
"Manhattan","East Village",40.72328,-73.98926,"Entire home/apt",260,1,299,232
"Manhattan","Chelsea",40.73996,-73.99919,"Entire home/apt",195,2,31,10
"Manhattan","Flatiron District",40.73923,-73.98589,"Entire home/apt",124,30,10,0
"Manhattan","Hell's Kitchen",40.7662,-73.98612,"Entire home/apt",150,30,11,313
"Manhattan","Harlem",40.80293,-73.95586,"Entire home/apt",120,1,23,0
"Manhattan","Upper West Side",40.77627,-73.98081,"Entire home/apt",325,3,70,71
"Manhattan","Harlem",40.82654,-73.9462,"Entire home/apt",125,1,10,297
"Manhattan","West Village",40.73016,-74.00259,"Entire home/apt",349,4,10,0
"Manhattan","West Village",40.72912,-74.00298,"Entire home/apt",265,4,21,334
"Manhattan","Upper West Side",40.79903,-73.96451,"Entire home/apt",249,2,80,58
"Manhattan","Gramercy",40.73608,-73.9857,"Entire home/apt",99,4,26,0
"Manhattan","West Village",40.73824,-74.00027,"Entire home/apt",175,3,45,0
"Manhattan","Hell's Kitchen",40.76052,-73.99115,"Entire home/apt",860,4,39,365
"Manhattan","Upper West Side",40.78789,-73.97427,"Entire home/apt",98,3,233,33
"Manhattan","Midtown",40.7495,-73.98313,"Entire home/apt",150,30,13,331
"Manhattan","Lower East Side",40.72168,-73.98876,"Entire home/apt",225,2,16,0
"Manhattan","East Village",40.73263,-73.98728,"Entire home/apt",145,4,17,0
"Manhattan","East Village",40.72471,-73.98673,"Entire home/apt",250,4,28,4
"Manhattan","East Village",40.72915,-73.98501,"Entire home/apt",200,6,19,0
"Manhattan","Murray Hill",40.74712,-73.97434,"Entire home/apt",229,2,21,0
"Manhattan","East Harlem",40.78697,-73.94999,"Entire home/apt",129,2,12,0
"Manhattan","Upper West Side",40.77571,-73.97757,"Entire home/apt",195,1,401,178
"Manhattan","Greenwich Village",40.73374,-73.9976,"Entire home/apt",150,3,15,0
"Manhattan","Gramercy",40.7364,-73.98436,"Entire home/apt",120,10,51,64
"Manhattan","Chinatown",40.71672,-73.99184,"Entire home/apt",130,2,101,0
"Manhattan","Harlem",40.82079,-73.95115,"Entire home/apt",145,1,23,219
"Manhattan","Chelsea",40.75076,-73.99588,"Entire home/apt",95,30,15,204
"Manhattan","Upper West Side",40.77595,-73.97966,"Entire home/apt",225,7,26,85
"Manhattan","East Harlem",40.79508,-73.93256,"Entire home/apt",195,3,25,0
"Manhattan","Gramercy",40.73845,-73.98373,"Entire home/apt",200,7,10,100
"Manhattan","Theater District",40.75977,-73.98763,"Entire home/apt",189,2,57,9
"Manhattan","East Harlem",40.7948,-73.93457,"Entire home/apt",264,3,38,0
"Manhattan","East Harlem",40.79365,-73.9349,"Entire home/apt",540,3,20,350
"Manhattan","Upper West Side",40.79407,-73.97513,"Entire home/apt",160,4,75,8
"Manhattan","East Village",40.73152,-73.98676,"Entire home/apt",250,3,12,0
"Manhattan","East Village",40.72777,-73.99005,"Entire home/apt",129,5,26,0
"Manhattan","Greenwich Village",40.72818,-73.9981,"Entire home/apt",140,1,37,19
"Manhattan","East Village",40.72088,-73.98149,"Entire home/apt",233,30,17,364
"Manhattan","Roosevelt Island",40.75592,-73.95515,"Entire home/apt",1400,90,31,88
"Manhattan","Chelsea",40.73923,-73.99827,"Entire home/apt",500,1,27,90
"Manhattan","East Village",40.73256,-73.98558,"Entire home/apt",170,30,11,319
"Manhattan","Chelsea",40.75319,-74.00159,"Entire home/apt",300,2,11,137
"Manhattan","Lower East Side",40.71421,-73.98793,"Entire home/apt",180,6,24,51
"Manhattan","West Village",40.73455,-74.00614,"Entire home/apt",115,4,16,0
"Manhattan","Harlem",40.81586,-73.94117,"Entire home/apt",129,5,91,260
"Manhattan","East Village",40.73118,-73.98794,"Entire home/apt",111,3,51,198
"Manhattan","Hell's Kitchen",40.76331,-73.99262,"Entire home/apt",383,3,24,251
"Manhattan","SoHo",40.72525,-73.99636,"Entire home/apt",199,2,167,17
"Manhattan","Inwood",40.87279,-73.91991,"Entire home/apt",99,5,61,1
"Manhattan","Harlem",40.81575,-73.9537,"Entire home/apt",145,7,34,0
"Manhattan","Harlem",40.80856,-73.94573,"Entire home/apt",130,2,185,300
"Manhattan","Upper East Side",40.76965,-73.96258,"Entire home/apt",160,5,13,0
"Manhattan","Gramercy",40.73327,-73.98503,"Entire home/apt",200,3,13,157
"Manhattan","Hell's Kitchen",40.76468,-73.98514,"Entire home/apt",145,7,37,97
"Manhattan","Chelsea",40.75097,-73.99562,"Entire home/apt",175,14,78,0
"Manhattan","Lower East Side",40.72005,-73.98649,"Entire home/apt",200,30,35,286
"Manhattan","Upper West Side",40.77607,-73.98035,"Entire home/apt",419,2,10,10
"Manhattan","Chelsea",40.74411,-74.00204,"Entire home/apt",115,3,33,11
"Manhattan","Harlem",40.80709,-73.94952,"Entire home/apt",135,2,232,192
"Manhattan","East Harlem",40.79591,-73.93316,"Entire home/apt",99,1,50,333
"Manhattan","Harlem",40.80849,-73.9446,"Entire home/apt",131,3,10,12
"Manhattan","West Village",40.73314,-74.00475,"Entire home/apt",145,3,11,0
"Manhattan","Upper East Side",40.7661,-73.9573,"Entire home/apt",139,2,160,248
"Manhattan","Upper East Side",40.77065,-73.95064,"Entire home/apt",94,30,15,309
"Manhattan","Inwood",40.86496,-73.9262,"Entire home/apt",100,3,15,0
"Manhattan","SoHo",40.72149,-73.99815,"Entire home/apt",900,3,10,0
"Manhattan","Upper East Side",40.76169,-73.95682,"Entire home/apt",92,4,179,245
"Manhattan","Harlem",40.81422,-73.94844,"Entire home/apt",109,2,11,0
"Manhattan","Harlem",40.80653,-73.95194,"Entire home/apt",110,4,26,14
"Manhattan","Chelsea",40.74588,-74.00055,"Entire home/apt",159,1,202,234
"Manhattan","Midtown",40.75576,-73.96548,"Entire home/apt",225,1,10,0
"Manhattan","Chelsea",40.74724,-74.00355,"Entire home/apt",395,4,73,2
"Manhattan","East Village",40.72685,-73.98638,"Entire home/apt",280,2,92,173
"Manhattan","East Village",40.73175,-73.98756,"Entire home/apt",96,1,198,169
"Manhattan","West Village",40.73539,-74.00818,"Entire home/apt",175,2,105,276
"Manhattan","Harlem",40.81774,-73.94595,"Entire home/apt",150,4,82,46
"Manhattan","Harlem",40.80936,-73.94454,"Entire home/apt",149,2,82,215
"Manhattan","Upper East Side",40.76751,-73.96309,"Entire home/apt",300,4,57,0
"Manhattan","Tribeca",40.71743,-74.00623,"Entire home/apt",215,2,23,187
"Manhattan","East Harlem",40.80751,-73.94097,"Entire home/apt",200,3,162,208
"Manhattan","Harlem",40.80469,-73.94594,"Entire home/apt",1000,3,38,270
"Manhattan","Chelsea",40.75238,-73.9945,"Entire home/apt",120,3,18,0
"Manhattan","Harlem",40.83048,-73.9437,"Entire home/apt",310,1,64,7
"Manhattan","Midtown",40.75062,-73.98247,"Entire home/apt",75,30,13,167
"Manhattan","Lower East Side",40.72184,-73.98755,"Entire home/apt",165,3,23,0
"Manhattan","Lower East Side",40.71912,-73.9863,"Entire home/apt",180,2,122,362
"Manhattan","Greenwich Village",40.73341,-73.99489,"Entire home/apt",149,1,26,0
"Manhattan","Chelsea",40.74305,-73.99733,"Entire home/apt",160,2,79,108
"Manhattan","Lower East Side",40.71281,-73.99174,"Entire home/apt",140,1,16,0
"Manhattan","Greenwich Village",40.73032,-73.99976,"Entire home/apt",190,1,43,3
"Manhattan","Upper East Side",40.76051,-73.96083,"Entire home/apt",145,3,62,50
"Manhattan","Hell's Kitchen",40.7555,-73.99369,"Entire home/apt",259,4,25,255
"Manhattan","East Harlem",40.78907,-73.94877,"Entire home/apt",75,1,107,116
"Manhattan","Chelsea",40.7492,-73.99847,"Entire home/apt",199,2,194,178
"Manhattan","Hell's Kitchen",40.76502,-73.98932,"Entire home/apt",125,1,186,193
"Manhattan","Upper East Side",40.77254,-73.96193,"Entire home/apt",100,2,58,9
"Manhattan","Harlem",40.81599,-73.94676,"Entire home/apt",133,1,20,345
"Manhattan","East Village",40.73073,-73.98105,"Entire home/apt",149,2,36,0
"Manhattan","Upper West Side",40.78667,-73.96924,"Entire home/apt",200,2,56,226
"Manhattan","Hell's Kitchen",40.75579,-73.99154,"Entire home/apt",375,3,13,0
"Manhattan","Harlem",40.81618,-73.94517,"Entire home/apt",94,1,23,316
"Manhattan","Upper East Side",40.7786,-73.95104,"Entire home/apt",146,5,21,0
"Manhattan","East Village",40.72841,-73.98231,"Entire home/apt",199,2,10,0
"Manhattan","East Village",40.72627,-73.98303,"Entire home/apt",198,4,180,269
"Manhattan","East Village",40.72478,-73.97771,"Entire home/apt",230,3,12,4
"Manhattan","Lower East Side",40.71962,-73.98567,"Entire home/apt",180,2,178,227
"Manhattan","Upper West Side",40.78568,-73.97698,"Entire home/apt",130,1,10,0
"Manhattan","East Harlem",40.78802,-73.95026,"Entire home/apt",115,4,68,10
"Manhattan","Upper West Side",40.80188,-73.96808,"Entire home/apt",200,2,22,0
"Manhattan","Harlem",40.81613,-73.93765,"Entire home/apt",90,30,20,249
"Manhattan","Washington Heights",40.85083,-73.94093,"Entire home/apt",290,4,21,193
"Manhattan","Harlem",40.80066,-73.95147,"Entire home/apt",150,2,36,0
"Manhattan","Chelsea",40.74635,-73.99604,"Entire home/apt",360,3,28,128
"Manhattan","Chelsea",40.73974,-73.99985,"Entire home/apt",325,2,19,0
"Manhattan","Harlem",40.82272,-73.94942,"Entire home/apt",229,5,38,332
"Manhattan","Lower East Side",40.72169,-73.98773,"Entire home/apt",99,30,21,52
"Manhattan","Harlem",40.81071,-73.94433,"Entire home/apt",115,2,84,50
"Manhattan","Nolita",40.72421,-73.99304,"Entire home/apt",195,3,66,0
"Manhattan","Chelsea",40.74998,-73.99772,"Entire home/apt",345,7,95,13
"Manhattan","Harlem",40.80521,-73.94519,"Entire home/apt",300,4,143,204
"Manhattan","Theater District",40.75607,-73.98593,"Entire home/apt",699,6,186,254
"Manhattan","Hell's Kitchen",40.75531,-73.99945,"Entire home/apt",195,1,136,203
"Manhattan","East Harlem",40.8002,-73.94079,"Entire home/apt",165,2,146,277
"Manhattan","Harlem",40.81056,-73.94627,"Entire home/apt",149,3,28,329
"Manhattan","SoHo",40.72736,-74.00192,"Entire home/apt",495,30,159,129
"Manhattan","Chinatown",40.71759,-73.9922,"Entire home/apt",200,2,23,0
"Manhattan","Upper West Side",40.78137,-73.98183,"Entire home/apt",199,2,19,0
"Manhattan","Harlem",40.82257,-73.94543,"Entire home/apt",300,5,91,288
"Manhattan","Upper West Side",40.77998,-73.98462,"Entire home/apt",130,2,17,2
"Manhattan","Upper West Side",40.78878,-73.97386,"Entire home/apt",225,30,17,179
"Manhattan","Upper East Side",40.7671,-73.96968,"Entire home/apt",275,2,20,0
"Manhattan","West Village",40.73553,-74.00546,"Entire home/apt",247,2,21,173
"Manhattan","Upper West Side",40.78294,-73.98474,"Entire home/apt",148,3,35,207
"Manhattan","Washington Heights",40.8552,-73.93354,"Entire home/apt",80,1,150,35
"Manhattan","Kips Bay",40.7401,-73.97994,"Entire home/apt",150,2,23,12
"Manhattan","Harlem",40.80583,-73.95712,"Entire home/apt",99,3,18,0
"Manhattan","Upper East Side",40.7811,-73.94567,"Entire home/apt",220,3,28,293
"Manhattan","Upper West Side",40.78316,-73.97269,"Entire home/apt",120,3,33,0
"Manhattan","Upper East Side",40.77127,-73.95108,"Entire home/apt",150,3,74,263
"Manhattan","Hell's Kitchen",40.76575,-73.99241,"Entire home/apt",215,6,39,24
"Manhattan","Hell's Kitchen",40.75811,-73.99073,"Entire home/apt",107,21,193,310
"Manhattan","East Village",40.72312,-73.98255,"Entire home/apt",175,2,81,0
"Manhattan","Midtown",40.75186,-73.98557,"Entire home/apt",450,3,12,0
"Manhattan","Morningside Heights",40.81473,-73.96039,"Entire home/apt",160,4,10,0
"Manhattan","East Village",40.72809,-73.98188,"Entire home/apt",299,2,63,210
"Manhattan","East Village",40.7309,-73.98785,"Entire home/apt",165,2,40,0
"Manhattan","Morningside Heights",40.80747,-73.9603,"Entire home/apt",145,1,12,0
"Manhattan","Lower East Side",40.72058,-73.98674,"Entire home/apt",239,3,145,1
"Manhattan","Upper East Side",40.78555,-73.95311,"Entire home/apt",180,2,18,0
"Manhattan","East Harlem",40.79826,-73.94145,"Entire home/apt",260,3,20,283
"Manhattan","East Village",40.73118,-73.98885,"Entire home/apt",1500,30,24,358
"Manhattan","Hell's Kitchen",40.7592,-73.98902,"Entire home/apt",150,2,42,258
"Manhattan","Upper East Side",40.78302,-73.94647,"Entire home/apt",110,30,12,332
"Manhattan","Harlem",40.82863,-73.94358,"Entire home/apt",155,1,242,238
"Manhattan","Upper East Side",40.78318,-73.94556,"Entire home/apt",300,30,10,331
"Manhattan","Upper West Side",40.79284,-73.97675,"Entire home/apt",129,12,20,193
"Manhattan","Morningside Heights",40.80549,-73.96393,"Entire home/apt",185,3,10,0
"Manhattan","Hell's Kitchen",40.76679,-73.98598,"Entire home/apt",150,7,23,0
"Manhattan","Upper West Side",40.78604,-73.97363,"Entire home/apt",260,2,54,16
"Manhattan","Chinatown",40.7157,-73.99094,"Entire home/apt",399,2,122,109
"Manhattan","East Harlem",40.79127,-73.94431,"Entire home/apt",147,2,45,154
"Manhattan","Harlem",40.80797,-73.95181,"Entire home/apt",105,3,29,0
"Manhattan","Chinatown",40.71648,-73.9912,"Entire home/apt",175,4,57,0
"Manhattan","Hell's Kitchen",40.7616,-73.99677,"Entire home/apt",225,5,13,0
"Manhattan","Chinatown",40.71399,-73.99744,"Entire home/apt",140,4,13,0
"Manhattan","Upper East Side",40.76358,-73.96464,"Entire home/apt",325,5,64,330
"Manhattan","Upper East Side",40.76904,-73.95902,"Entire home/apt",160,14,20,43
"Manhattan","Lower East Side",40.71927,-73.98511,"Entire home/apt",109,3,42,7
"Manhattan","Chinatown",40.71566,-73.99076,"Entire home/apt",189,4,25,191
"Manhattan","Washington Heights",40.85171,-73.92894,"Entire home/apt",80,3,31,68
"Manhattan","East Village",40.7257,-73.9795,"Entire home/apt",230,1,46,353
"Manhattan","Harlem",40.82396,-73.94388,"Entire home/apt",450,5,81,303
"Manhattan","SoHo",40.72592,-73.99933,"Entire home/apt",895,1,66,365
"Manhattan","Harlem",40.80382,-73.94476,"Entire home/apt",275,3,41,258
"Manhattan","West Village",40.73317,-74.00118,"Entire home/apt",125,30,31,346
"Manhattan","Upper East Side",40.77388,-73.95343,"Entire home/apt",99,30,15,341
"Manhattan","West Village",40.73814,-74.00047,"Entire home/apt",199,4,108,162
"Manhattan","Flatiron District",40.744,-73.9907,"Entire home/apt",110,7,11,0
"Manhattan","Lower East Side",40.7135,-73.988,"Entire home/apt",250,4,26,102
"Manhattan","East Harlem",40.79863,-73.93795,"Entire home/apt",200,7,28,363
"Manhattan","East Harlem",40.80038,-73.94656,"Entire home/apt",175,3,44,280
"Manhattan","Harlem",40.79973,-73.95541,"Entire home/apt",120,3,133,4
"Manhattan","Chinatown",40.71585,-73.98982,"Entire home/apt",170,3,94,7
"Manhattan","East Harlem",40.79315,-73.94787,"Entire home/apt",249,1,67,0
"Manhattan","Harlem",40.81455,-73.94471,"Entire home/apt",125,1,142,266
"Manhattan","Upper West Side",40.78657,-73.97161,"Entire home/apt",150,30,31,213
"Manhattan","Chelsea",40.74968,-73.99381,"Entire home/apt",1000,2,95,353
"Manhattan","Upper West Side",40.78635,-73.97616,"Entire home/apt",93,30,16,271
"Manhattan","Harlem",40.82784,-73.93704,"Entire home/apt",100,3,111,9
"Manhattan","West Village",40.73571,-74.00341,"Entire home/apt",258,3,57,320
"Manhattan","Upper East Side",40.76339,-73.95832,"Entire home/apt",154,4,17,0
"Manhattan","East Village",40.72649,-73.98284,"Entire home/apt",250,2,11,0
"Manhattan","SoHo",40.72704,-74.00558,"Entire home/apt",200,3,10,0
"Manhattan","Murray Hill",40.74811,-73.97298,"Entire home/apt",110,15,26,0
"Manhattan","Midtown",40.74245,-73.9845,"Entire home/apt",220,4,149,287
"Manhattan","Gramercy",40.73196,-73.9823,"Entire home/apt",198,3,103,0
"Manhattan","Upper East Side",40.77792,-73.9539,"Entire home/apt",185,1,121,337
"Manhattan","East Village",40.72781,-73.97646,"Entire home/apt",400,3,42,363
"Manhattan","Upper West Side",40.77871,-73.97733,"Entire home/apt",250,2,23,0
"Manhattan","Midtown",40.76022,-73.9744,"Entire home/apt",235,6,13,0
"Manhattan","Midtown",40.7555,-73.96575,"Entire home/apt",225,1,14,0
"Manhattan","Hell's Kitchen",40.7574,-73.99361,"Entire home/apt",99,6,11,0
"Manhattan","Harlem",40.82291,-73.94171,"Entire home/apt",105,2,49,193
"Manhattan","Washington Heights",40.83729,-73.94372,"Entire home/apt",85,30,10,147
"Manhattan","Midtown",40.74439,-73.98329,"Entire home/apt",275,30,39,365
"Manhattan","Upper East Side",40.77613,-73.9462,"Entire home/apt",119,10,12,0
"Manhattan","Midtown",40.75456,-73.96626,"Entire home/apt",165,2,11,0
"Manhattan","Harlem",40.82775,-73.94313,"Entire home/apt",80,2,22,87
"Manhattan","Upper West Side",40.79331,-73.97537,"Entire home/apt",149,4,15,0
"Manhattan","Upper West Side",40.80123,-73.96248,"Entire home/apt",129,10,29,0
"Manhattan","Hell's Kitchen",40.76557,-73.98745,"Entire home/apt",159,2,16,0
"Manhattan","Upper East Side",40.77493,-73.95874,"Entire home/apt",169,3,130,274
"Manhattan","Greenwich Village",40.72812,-73.99983,"Entire home/apt",180,2,11,0
"Manhattan","Harlem",40.82376,-73.94492,"Entire home/apt",99,25,16,157
"Manhattan","Upper West Side",40.7838,-73.97266,"Entire home/apt",255,2,47,352
"Manhattan","Lower East Side",40.71951,-73.98449,"Entire home/apt",100,5,131,108
"Manhattan","SoHo",40.72219,-73.99742,"Entire home/apt",200,1,49,0
"Manhattan","West Village",40.73933,-74.00313,"Entire home/apt",159,4,40,267
"Manhattan","Greenwich Village",40.73055,-74.0007,"Entire home/apt",180,2,28,0
"Manhattan","Upper East Side",40.76067,-73.9602,"Entire home/apt",165,30,11,274
"Manhattan","Upper West Side",40.78286,-73.98339,"Entire home/apt",265,30,14,274
"Manhattan","Upper West Side",40.78141,-73.98445,"Entire home/apt",130,30,12,292
"Manhattan","Harlem",40.80739,-73.95159,"Entire home/apt",150,5,14,66
"Manhattan","Upper East Side",40.77716,-73.94779,"Entire home/apt",250,2,11,358
"Manhattan","Upper West Side",40.78334,-73.97452,"Entire home/apt",125,1,171,121
"Manhattan","Upper West Side",40.7813,-73.98319,"Entire home/apt",205,30,20,274
"Manhattan","Harlem",40.81405,-73.95285,"Entire home/apt",125,1,31,188
"Manhattan","Nolita",40.72139,-73.99688,"Entire home/apt",346,198,163,0
"Manhattan","Midtown",40.75462,-73.96869,"Entire home/apt",99,2,168,46
"Manhattan","Lower East Side",40.71763,-73.98359,"Entire home/apt",150,1,17,264
"Manhattan","Lower East Side",40.71959,-73.9919,"Entire home/apt",149,2,14,0
"Manhattan","Lower East Side",40.71316,-73.9916,"Entire home/apt",180,3,38,36
"Manhattan","Lower East Side",40.72091,-73.98475,"Entire home/apt",300,3,57,168
"Manhattan","Harlem",40.81007,-73.94007,"Entire home/apt",170,3,52,316
"Manhattan","Upper West Side",40.78124,-73.98475,"Entire home/apt",150,7,10,68
"Manhattan","Greenwich Village",40.73189,-73.9947,"Entire home/apt",375,14,26,147
"Manhattan","East Harlem",40.7912,-73.94318,"Entire home/apt",120,5,23,151
"Manhattan","Chelsea",40.74481,-74.00148,"Entire home/apt",549,4,17,6
"Manhattan","Midtown",40.75765,-73.96466,"Entire home/apt",135,1,168,287
"Manhattan","Upper East Side",40.77546,-73.95165,"Entire home/apt",150,3,75,234
"Manhattan","Upper East Side",40.77537,-73.95029,"Entire home/apt",169,4,147,310
"Manhattan","Harlem",40.81419,-73.95033,"Entire home/apt",85,2,25,58
"Manhattan","Tribeca",40.71732,-74.00981,"Entire home/apt",350,3,13,69
"Manhattan","Upper West Side",40.7921,-73.97918,"Entire home/apt",125,21,45,176
"Manhattan","Upper West Side",40.78147,-73.98315,"Entire home/apt",250,30,13,304
"Manhattan","Upper West Side",40.78215,-73.98349,"Entire home/apt",105,30,15,285
